# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 391:         6.197       51.498      19.50  ARCEN
# 370:         5.377       51.451      22.60  EINDHOVEN
# 331:         4.193       51.480       0.00  THOLEN
# 315:         3.998       51.447       0.00  HANSWEERT
# 324:         4.006       51.596       0.00  STAVENISSE
# 375:         5.707       51.659      22.00  VOLKEL
# 380:         5.762       50.906     114.30  MAASTRICHT
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 286:         7.150       53.196      -0.20  NIEUW BEERTA
# 310:         3.596       51.442       8.00  VLISSINGEN
# 283:         6.657       52.069      29.10  HUPSEL
# 280:         6.585       53.125       5.20  EELDE
# 273:         5.888       52.703      -3.30  MARKNESSE
# 323:         3.884       51.527       1.40  WILHELMINADORP
# 249:         4.979       52.644      -2.40  BERKHOUT
# 377:         5.763       51.198      30.00  ELL
# 316:         3.694       51.657       0.00  SCHAAR
# 313:         3.242       51.505       0.00  VLAKTE V.D. RAAN
# 277:         6.200       53.413       2.90  LAUWERSOOG
# 348:         4.926       51.970      -0.70  CABAUW
# 308:         3.379       51.381       0.00  CADZAND
# 319:         3.861       51.226       1.70  WESTDORPE
# 215:         4.437       52.141      -1.10  VOORSCHOTEN
# 278:         6.259       52.435       3.60  HEINO
# 285:         6.399       53.575       0.00  HUIBERTGAT
# 343:         4.313       51.893       3.50  R'DAM-GEULHAVEN
# 225:         4.555       52.463       4.40  IJMUIDEN
# 330:         4.122       51.992      11.90  HOEK VAN HOLLAND
# 267:         5.384       52.898      -1.30  STAVOREN
# 269:         5.520       52.458      -3.70  LELYSTAD
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 275:         5.873       52.056      48.20  DEELEN
# 235:         4.781       52.928       1.20  DE KOOY
# 257:         4.603       52.506       8.50  WIJK AAN ZEE
# 290:         6.891       52.274      34.80  TWENTHE
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 210:         4.430       52.171      -0.20  VALKENBURG
# 248:         5.174       52.634       0.80  WIJDENES
# 279:         6.574       52.750      15.80  HOOGEVEEN
# 258:         5.401       52.649       7.30  HOUTRIBDIJK
# 356:         5.146       51.859       0.70  HERWIJNEN
# 209:         4.518       52.465       0.00  IJMOND
# 265:         5.274       52.130      13.90  SOESTERBERG
# 312:         3.622       51.768       0.00  OOSTERSCHELDE
# 340:         4.342       51.449      19.20  WOENSDRECHT
# 260:         5.180       52.100       1.90  DE BILT
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 311:         3.672       51.379       0.00  HOOFDPLAAT
# 242:         4.921       53.241      10.80  VLIELAND
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DDVEC    = Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable); 
# FHVEC    = Vector mean windspeed (in 0.1 m/s); 
# FG       = Daily mean windspeed (in 0.1 m/s); 
# FHX      = Maximum hourly mean windspeed (in 0.1 m/s); 
# FHXH     = Hourly division in which FHX was measured; 
# FHN      = Minimum hourly mean windspeed (in 0.1 m/s); 
# FHNH     = Hourly division in which FHN was measured; 
# FXX      = Maximum wind gust (in 0.1 m/s); 
# FXXH     = Hourly division in which FXX was measured; 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# TN       = Minimum temperature (in 0.1 degrees Celsius); 
# TNH      = Hourly division in which TN was measured; 
# TX       = Maximum temperature (in 0.1 degrees Celsius); 
# TXH      = Hourly division in which TX was measured; 
# T10N     = Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius); 
# T10NH    = 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
# SQ       = Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour); 
# SP       = Percentage of maximum potential sunshine duration; 
# Q        = Global radiation (in J/cm2); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# EV24     = Potential evapotranspiration (Makkink) (in 0.1 mm); 
# PG       = Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values; 
# PX       = Maximum hourly sea level pressure (in 0.1 hPa); 
# PXH      = Hourly division in which PX was measured; 
# PN       = Minimum hourly sea level pressure (in 0.1 hPa); 
# PNH      = Hourly division in which PN was measured; 
# VVN      = Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVNH     = Hourly division in which VVN was measured; 
# VVX      = Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Hourly division in which VVX was measured; 
# NG       = Mean daily cloud cover (in octants, 9=sky invisible); 
# UG       = Daily mean relative atmospheric humidity (in percents); 
# UX       = Maximum relative atmospheric humidity (in percents); 
# UXH      = Hourly division in which UX was measured; 
# UN       = Minimum relative atmospheric humidity (in percents); 
# UNH      = Hourly division in which UN was measured; 
# 
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH, EV24,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH
# 
  391,20180401,  272,   14,   16,   30,   15,    0,    1,   60,   19,   52,   11,   24,   81,   12,   -1,   24,    2,    2,  276,   13,   11,    5,    9,    4,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   93,   99,    3,   80,   12
  391,20180402,  155,   28,   31,   50,   12,    0,    3,  100,   24,   83,    1,    2,  136,   17,   -5,    6,   16,   12,  985,    9,    2,    2,   19,   14,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   75,   98,    3,   51,   14
  391,20180403,  200,   47,   49,   70,   12,   20,   21,  140,   23,  130,   91,    4,  178,   14,   74,    6,   33,   25, 1096,    1,    1,    1,   18,   17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   70,   90,    3,   50,   15
  391,20180404,  193,   31,   35,   70,   17,   10,   19,  150,   21,  108,   71,    4,  148,   17,   51,    6,   24,   18,  737,   21,   32,   11,   14,   11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   80,   95,   20,   66,   16
  391,20180405,  266,   35,   42,   80,   10,    0,   21,  140,    9,   66,   -2,   24,  100,    2,  -13,   24,   40,   30,  842,   19,   13,    6,    6,   11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   77,   97,   23,   51,   17
  391,20180406,  129,   42,   43,   70,   12,    0,    1,  130,   13,   92,    2,    2,  154,   15,   -9,    6,  113,   85, 2034,    0,    0,    0,    1,   29,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   53,   96,    2,   27,   15
  391,20180407,  147,   31,   33,   50,    2,    0,   19,   90,    2,  146,   94,    6,  243,   16,   70,   24,  119,   89, 1838,    0,    0,    0,    1,   30,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   54,   84,   23,   30,   16
  391,20180408,  113,    8,   14,   30,   13,    0,    5,   60,   13,  150,   80,    4,  233,   15,   56,    6,   59,   44, 1469,    0,    0,    0,    1,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   63,   89,    4,   30,   15
  391,20180409,   29,   20,   27,   40,    8,   10,    1,   80,   12,  141,   90,    3,  184,   16,   66,    6,    2,    1,  945,    0,    0,    0,    1,   15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   72,   91,    3,   57,   13
  391,20180410,  155,   12,   23,   60,   21,   10,    5,  120,   21,  150,  100,    6,  197,   15,   80,    6,   26,   19, 1127,   28,  121,   90,   21,   19,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   72,   97,   23,   46,   13
  391,20180411,   38,    3,   13,   20,    4,    0,   20,   40,    5,  110,   63,   23,  141,   13,   47,   24,    8,    6,  395,    7,    6,    3,    6,    6,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   94,   99,   23,   86,   12
  391,20180412,   43,   24,   28,   50,   11,   10,   21,   90,   11,  125,   83,    6,  179,   17,   63,   24,   41,   30, 1165,    0,    0,    0,    1,   18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   84,   98,   24,   66,   16
  391,20180413,  259,    9,   13,   40,   15,    0,    1,   60,   13,  108,   52,    4,  165,   13,   40,    6,    5,    4,  860,    0,    0,    0,    1,   13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   86,   99,    3,   62,   13
  391,20180414,  358,    4,   16,   30,   12,    0,    4,   50,   12,  133,   86,    1,  184,   16,   81,    6,   63,   46, 1657,    4,    3,    3,   24,   26,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   73,   97,    1,   51,   16
  391,20180415,  182,   19,   22,   40,   15,   10,   18,   80,   12,  146,  109,   24,  195,   15,   93,   24,   50,   36, 1404,   34,   34,   13,    2,   23,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   77,   97,    3,   53,   12
  391,20180416,  271,   18,   21,   40,    9,    0,   23,   70,    2,  129,   60,   24,  184,   15,   41,   24,   73,   53, 1519,    0,    0,    0,    1,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   74,   96,   24,   49,   14
  391,20180417,  209,   13,   16,   40,   11,    0,    1,   80,   11,  136,   44,    4,  224,   15,   27,    6,  120,   86, 2123,    0,    0,    0,    1,   34,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   71,   99,    5,   39,   14
  391,20180418,  101,   11,   13,   30,   12,    0,    1,   60,   12,  172,   67,    6,  252,   15,   49,    6,  125,   89, 2185,    0,    0,    0,    1,   38,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   62,   98,    5,   33,   14
  391,20180419,  136,   26,   27,   60,   12,    0,    4,  100,   12,  195,   86,    5,  283,   15,   73,    6,  127,   90, 2284,    0,    0,    0,    1,   41,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   52,   92,    5,   22,   15
  391,20180420,  254,    8,   16,   40,   12,    0,    3,   80,   12,  199,  113,    5,  289,   13,   93,    6,  116,   82, 2008,    0,    0,    0,    1,   37,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   60,   90,   23,   29,   13
  391,20180421,   29,   18,   20,   30,   11,   10,    1,   70,   13,  163,   91,    5,  237,   15,   72,    6,  114,   80, 2156,    0,    0,    0,    1,   37,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   67,   94,    4,   39,   17
  391,20180422,  192,   11,   23,   60,   18,    0,   20,  140,   18,  185,  120,    5,  272,   14,  109,    6,   91,   64, 1903,    7,   31,   17,   18,   34,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   70,   98,   20,   37,   14
  391,20180423,  259,   30,   32,   50,   10,    0,   21,  110,   14,  147,   95,   22,  194,   14,   75,   24,   92,   64, 2035,    0,    0,    0,    1,   33,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   67,   86,    1,   45,   11
  391,20180424,  231,   38,   40,   50,    6,   20,   19,  100,    7,  127,   86,    4,  165,   16,   79,    6,    7,    5,  901,    0,    0,    0,    1,   14,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   72,   78,    3,   57,   16
  391,20180425,  258,   42,   43,   60,    4,   20,   20,  130,    6,  130,   92,   24,  158,   13,   83,   24,   29,   20, 1150,    2,    1,    1,    8,   18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   67,   89,    6,   51,   15
